지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm)
108,서울,2000-08-06,24.4,23.5,355,25.5,1649,7.9
108,서울,2000-08-07,24.6,23,555,28.2,1154,43.4
108,서울,2000-08-08,26.5,22.9,538,31.7,1652,0
108,서울,2000-08-09,26.9,23.5,535,31.6,1350,14.5
108,서울,2000-08-10,27.5,23.6,530,32.2,1411,
108,서울,2000-08-11,28,24.3,608,32.9,1507,
108,서울,2000-08-12,28.6,23.6,603,33.1,1500,
108,서울,2000-08-13,28.9,24.6,616,33.3,1509,
108,서울,2000-08-14,28.1,25.2,652,32.2,1545,
108,서울,2000-08-15,28.3,24.8,441,32.6,1451,
108,서울,2000-08-16,28.3,24.6,532,32.3,1406,
108,서울,2000-08-17,28.8,25,555,35,1426,0
108,서울,2000-08-18,28.9,25.5,428,34.5,1215,0
108,서울,2000-08-19,24.6,22.1,924,26.9,0,14.2
108,서울,2000-08-20,22.1,20.3,2355,24.6,0,71.1
108,서울,2000-08-21,22.7,19,716,26.2,1515,27.2
108,서울,2000-08-22,25.1,21.7,128,28.8,1242,0
108,서울,2000-08-23,25.4,21.1,537,30.2,1434,3.3
108,서울,2000-08-24,23.4,21.8,407,25.4,1458,10.1
108,서울,2000-08-25,22,20.6,442,23.5,2151,122.9
108,서울,2000-08-26,22.1,21,1933,23,0,89.3
108,서울,2000-08-27,25,22.5,3,27.1,1434,26.1
108,서울,2000-08-28,25.3,23.3,240,29,1516,82.3
108,서울,2000-08-29,28.1,23.1,522,32.5,1448,
108,서울,2000-08-30,29.1,24.2,611,33.6,1522,
108,서울,2000-08-31,25.4,22.6,1811,27.5,1117,50.8
108,서울,2000-09-01,24.4,22.8,444,26,1554,7.1
108,서울,2000-09-02,26,23.3,313,30.6,1436,
108,서울,2000-09-03,25.1,22.5,513,31,1429,9.5
108,서울,2000-09-04,24.9,20.1,535,29.9,1500,
108,서울,2000-09-05,23.6,18.4,624,28.5,1459,
108,서울,2000-09-06,22.5,19.8,829,25.9,1511,5.8
108,서울,2000-09-07,20.7,19.2,551,22.8,1255,.1
108,서울,2000-09-08,20.6,18,638,23.2,1402,.6
108,서울,2000-09-09,20.2,17.1,418,22.8,1358,.3
108,서울,2000-09-10,22.2,17.1,554,28,1548,
108,서울,2000-09-11,21.3,18.4,733,25.7,1517,
108,서울,2000-09-12,20.1,16.3,631,24.2,1417,
108,서울,2000-09-13,16.5,15,610,19.6,0,8.2
108,서울,2000-09-14,16.7,14.8,638,18.1,2342,16.7
108,서울,2000-09-15,17,15.5,2254,18.2,1404,60.8
108,서울,2000-09-16,16,14.5,2150,18.1,1125,68.8
108,서울,2000-09-17,19.2,14.9,3,23.8,1452,.1
108,서울,2000-09-18,18.6,12.9,650,23.6,1430,
108,서울,2000-09-19,19.1,11.9,539,25.7,1453,
108,서울,2000-09-20,21.4,15.6,632,27.5,1503,
108,서울,2000-09-21,21.3,18.6,559,25.7,1314,
108,서울,2000-09-22,21.7,18.5,636,26.1,1433,
108,서울,2000-09-23,21,17.5,622,25.9,1249,
108,서울,2000-09-24,20.5,17.1,415,24.3,1421,
108,서울,2000-09-25,20.2,17.3,2222,24.8,1332,0
108,서울,2000-09-26,20.2,13.8,621,26,1419,
108,서울,2000-09-27,20.6,15.4,536,25.9,1447,
108,서울,2000-09-28,17.9,16.3,2043,19.4,120,.5
108,서울,2000-09-29,20.4,13.7,608,26.7,1417,
108,서울,2000-09-30,20.1,15.8,452,25.3,1349,
108,서울,2000-10-01,20.3,15.5,607,25.5,1308,
108,서울,2000-10-02,19.4,17.6,2350,21.8,1215,.4
108,서울,2000-10-03,17.7,14.6,609,21.9,1352,
108,서울,2000-10-04,16.9,11.6,605,21,1201,
108,서울,2000-10-05,19,14.9,637,23.4,1344,
108,서울,2000-10-06,19.3,16,352,24.6,1353,
108,서울,2000-10-07,20.2,14.5,631,26.5,1500,
108,서울,2000-10-08,20.7,15.4,711,25.8,1504,
108,서울,2000-10-09,20.2,16.1,620,25.3,1425,
108,서울,2000-10-10,18.5,15.6,2025,21,1521,.1
108,서울,2000-10-11,15,12.6,2355,16.6,43,2.6
108,서울,2000-10-12,10.6,8,2320,14.6,1434,
108,서울,2000-10-13,10,5.7,642,13.9,1412,
108,서울,2000-10-14,11.6,6.4,646,16.3,1455,
108,서울,2000-10-15,13.7,8.4,628,20.2,1353,
108,서울,2000-10-16,11.7,6.3,627,17.6,1350,
108,서울,2000-10-17,12.4,8.5,131,15.1,1607,.6
108,서울,2000-10-18,14.5,9.9,515,19.8,1536,
108,서울,2000-10-19,14.2,10.1,645,19.2,1234,
108,서울,2000-10-20,15.9,11.8,638,20.9,1342,
108,서울,2000-10-21,14.7,9,657,20.8,1440,
108,서울,2000-10-22,14.2,9.8,555,17,1056,
108,서울,2000-10-23,16.7,12.7,240,22,1439,.4
108,서울,2000-10-24,14.9,14,610,15.8,827,11.8
108,서울,2000-10-25,14.3,9.9,2358,17.8,1425,2.2
108,서울,2000-10-26,10.3,6.8,520,15,1504,
108,서울,2000-10-27,12.4,5.6,541,19,1544,
108,서울,2000-10-28,12.2,10.3,400,14.5,1152,
108,서울,2000-10-29,10.4,7.2,2348,12.4,1637,
108,서울,2000-10-30,8.9,3.5,704,14.5,1436,
108,서울,2000-10-31,10.5,3.6,656,16.3,1516,
108,서울,2000-11-01,12.6,10.1,249,15.3,1509,
108,서울,2000-11-02,14,9.4,708,19.4,1442,
108,서울,2000-11-03,12.9,7.4,655,19.4,1446,
108,서울,2000-11-04,13.5,9.4,603,17.3,1230,
108,서울,2000-11-05,12.4,8.5,710,17.2,1444,
108,서울,2000-11-06,13,6.9,714,20.3,1431,
108,서울,2000-11-07,9.8,1.8,2327,15.3,1258,0
108,서울,2000-11-08,2.7,0,611,6.4,1313,
108,서울,2000-11-09,4.9,-.1,635,8.9,1606,
108,서울,2000-11-10,4.2,.3,2345,7.2,211,1.4
108,서울,2000-11-11,1.9,-1.7,534,6.5,1513,
108,서울,2000-11-12,4.1,-.5,452,8.7,1336,0
108,서울,2000-11-13,6.4,.9,608,11.5,1335,
108,서울,2000-11-14,8.8,4.5,453,13.6,1434,
108,서울,2000-11-15,10.5,7.9,2147,13.1,1301,
108,서울,2000-11-16,6.1,3.9,1621,9.4,25,8.8
108,서울,2000-11-17,5.4,2.5,2352,7.5,1519,0
108,서울,2000-11-18,3.4,-.1,706,7.5,1414,
108,서울,2000-11-19,6.7,1,228,11.7,1409,3.2
108,서울,2000-11-20,4.6,1.8,2233,6.9,0,10.9
108,서울,2000-11-21,0,-2.5,754,3.1,1410,
108,서울,2000-11-22,2,-3.8,714,7.3,1403,
108,서울,2000-11-23,5.8,-.2,627,10.1,1331,
108,서울,2000-11-24,9.2,5.6,727,13,1414,
108,서울,2000-11-25,10,5,736,15.4,1505,
108,서울,2000-11-26,7.2,1.8,2352,10.4,1504,2.8
108,서울,2000-11-27,3.2,-.7,737,6.9,1412,
108,서울,2000-11-28,3.1,.2,708,6.2,1510,
108,서울,2000-11-29,3.8,-1.5,631,7.6,1518,
108,서울,2000-11-30,6.4,3.2,738,10.1,1442,
108,서울,2000-12-01,6.2,1.9,544,11,1443,
108,서울,2000-12-02,6.7,2.1,641,11.6,1434,0
108,서울,2000-12-03,2.4,-1.1,2321,7.4,0,0
108,서울,2000-12-04,1.8,-3.7,719,5.9,1434,.9
108,서울,2000-12-05,1.4,-3,2358,6.1,351,0
108,서울,2000-12-06,.1,-4.8,650,4.5,1521,
108,서울,2000-12-07,4.3,-.1,217,7,1612,
108,서울,2000-12-08,8,4.7,409,11.3,1427,
108,서울,2000-12-09,8.1,3.9,620,11.9,1426,
108,서울,2000-12-10,2.5,-5.2,2338,9.9,0,2.2
108,서울,2000-12-11,-6.6,-9.1,2235,-3.7,1409,
108,서울,2000-12-12,-4.6,-9.2,519,-.5,1459,0
108,서울,2000-12-13,-.2,-4.4,720,4.4,1513,
108,서울,2000-12-14,3.5,-1.3,724,7.4,1407,.7
108,서울,2000-12-15,7.6,4.6,31,10,1415,4.7
108,서울,2000-12-16,-.6,-2.8,739,5.9,0,
108,서울,2000-12-17,-.5,-4.8,449,4.1,1617,
108,서울,2000-12-18,2.7,-1.2,120,5.3,1323,3.2
108,서울,2000-12-19,1.5,-1.4,923,4.8,0,.1
108,서울,2000-12-20,.9,-.4,1309,2.4,1519,0
108,서울,2000-12-21,1,-2.7,631,4.6,1611,
108,서울,2000-12-22,5.4,.9,136,8.3,1350,0
108,서울,2000-12-23,2.9,-.1,2317,7.5,5,13.9
108,서울,2000-12-24,-.2,-2.3,717,1.9,1433,.3
108,서울,2000-12-25,-6.4,-9.7,2357,-1.3,0,.6
108,서울,2000-12-26,-8.7,-11.4,630,-6.4,1606,
108,서울,2000-12-27,-3.9,-9.1,240,0,1606,0
108,서울,2000-12-28,-2.3,-4.6,2356,.7,1401,0
108,서울,2000-12-29,-2.2,-6.5,725,1.9,1522,
108,서울,2000-12-30,2.3,-1.7,749,7,1451,.4
108,서울,2000-12-31,-5.8,-8.2,2357,2.3,1,
108,서울,2001-01-01,-4.5,-9.5,540,-.8,1841,1.2
108,서울,2001-01-02,-4.3,-9.1,2359,-.2,248,
108,서울,2001-01-03,-8.3,-10.4,703,-5.2,1527,
108,서울,2001-01-04,-9.8,-12.5,648,-6.7,1433,
108,서울,2001-01-05,-6.8,-11,630,-2.2,1414,0
108,서울,2001-01-06,-2.9,-8.8,813,.9,2358,
108,서울,2001-01-07,.4,-.9,629,1.1,2254,21.7
108,서울,2001-01-08,2,-.2,806,4.9,1400,
108,서울,2001-01-09,-.4,-6,2356,3,645,8.9
108,서울,2001-01-10,-5,-9.1,516,-1.5,2308,.3
108,서울,2001-01-11,-8,-14.4,2354,-2.2,207,.2
108,서울,2001-01-12,-10.7,-15,119,-7.6,1431,
108,서울,2001-01-13,-10.2,-15,2343,-6.7,1345,
108,서울,2001-01-14,-15.3,-17.7,2400,-11.3,1431,
108,서울,2001-01-15,-15.5,-18.6,537,-12.4,1426,
108,서울,2001-01-16,-13.4,-16.8,538,-10,1623,
108,서울,2001-01-17,-8.4,-15.1,745,-4,1544,0
108,서울,2001-01-18,-.9,-4.4,0,2.5,1345,0
108,서울,2001-01-19,.3,-3.3,316,3.8,1335,0
108,서울,2001-01-20,.4,-2.1,2351,3.5,1327,1.2
108,서울,2001-01-21,-1.5,-3.9,720,1,1352,
108,서울,2001-01-22,-1.4,-3.9,548,2.5,1500,
108,서울,2001-01-23,-2.8,-6.7,754,1.7,1430,
108,서울,2001-01-24,.3,-4.3,346,3.9,1605,
108,서울,2001-01-25,3,-.2,815,6.8,1503,
108,서울,2001-01-26,1.2,0,459,2.8,1158,0
108,서울,2001-01-27,0,-1.8,535,1.8,1303,1.9
108,서울,2001-01-28,-3,-6.9,2345,.5,2,
108,서울,2001-01-29,-2.6,-8,654,1.8,1328,0
108,서울,2001-01-30,-.5,-2.7,641,2.6,1421,
108,서울,2001-01-31,-.3,-2.8,432,1.9,2148,4
108,서울,2001-02-01,-5.8,-9.1,2336,.6,0,
108,서울,2001-02-02,-4.9,-10.4,732,-.9,1957,.1
108,서울,2001-02-03,.1,-3.4,238,3.7,1610,
108,서울,2001-02-04,1.3,-1.2,635,5.2,1454,
108,서울,2001-02-05,1.5,-2.1,620,5.7,1453,
108,서울,2001-02-06,2.6,-.7,733,6.3,1429,
108,서울,2001-02-07,-2.6,-8.1,2307,1.7,0,
108,서울,2001-02-08,-4.9,-9,703,-.8,1608,.1
108,서울,2001-02-09,-.9,-4.7,524,4,1426,.5
108,서울,2001-02-10,-1.4,-3.8,652,1.7,1308,
108,서울,2001-02-11,-3.5,-6.5,714,.1,1511,
108,서울,2001-02-12,-4.2,-6.6,618,0,1512,
108,서울,2001-02-13,-3.9,-6.4,813,-.1,1409,
108,서울,2001-02-14,-3.6,-6.7,640,-.1,1551,
108,서울,2001-02-15,-3.4,-5.2,2400,.1,1632,23.2
108,서울,2001-02-16,-6.1,-8.6,729,-3.6,1433,
108,서울,2001-02-17,-2.3,-7,714,.7,1905,
108,서울,2001-02-18,2.7,-.6,420,5.6,1353,0
108,서울,2001-02-19,3.5,1.3,2342,7.1,1357,
108,서울,2001-02-20,4.1,-.7,751,9.8,1506,
108,서울,2001-02-21,5.9,3.7,31,9.2,1328,
108,서울,2001-02-22,6.4,1.7,741,12.2,1459,
108,서울,2001-02-23,3.5,.4,2221,6.2,1034,8.2
108,서울,2001-02-24,0,-2.2,2321,2.3,1537,4.9
108,서울,2001-02-25,-.5,-4.7,704,3.8,1556,
108,서울,2001-02-26,1.9,-3.1,734,6.9,1519,
108,서울,2001-02-27,3,-.8,608,8.1,1503,7.7
108,서울,2001-02-28,3.4,.1,722,8.5,1503,1
108,서울,2001-03-01,4.9,1.7,731,8.5,1621,
108,서울,2001-03-02,4.2,.6,637,8.4,1438,
108,서울,2001-03-03,3.4,-.1,2051,9.3,1231,11.2
108,서울,2001-03-04,-1.4,-3.5,1036,.2,209,.8
108,서울,2001-03-05,1.9,-1.8,0,5.5,1559,
108,서울,2001-03-06,3.4,.5,344,8.1,1350,
108,서울,2001-03-07,-1.6,-4,2304,1.7,1422,
108,서울,2001-03-08,-3.6,-6.1,743,-.9,1639,
108,서울,2001-03-09,-.1,-5.3,616,3.6,1630,
108,서울,2001-03-10,2.1,-1.3,2346,4.9,1513,
108,서울,2001-03-11,.6,-3.6,614,5.4,1531,
108,서울,2001-03-12,2.1,-2.2,706,6.4,1535,
108,서울,2001-03-13,4.9,-1.5,649,11.5,1608,
108,서울,2001-03-14,8,3.3,352,12.5,1713,1
108,서울,2001-03-15,4,.1,717,9.2,1535,
108,서울,2001-03-16,6,-.5,502,12,1504,
108,서울,2001-03-17,7.5,5.1,2342,10.3,1604,0
108,서울,2001-03-18,7.7,3.5,642,12.5,1533,
108,서울,2001-03-19,8.2,4.3,702,12.9,1521,
108,서울,2001-03-20,11.3,7.3,412,15.7,1547,
108,서울,2001-03-21,12.6,5.6,534,19.4,1538,
108,서울,2001-03-22,11.3,6.9,2327,15.2,1432,0
108,서울,2001-03-23,10.6,4.7,510,17.1,1526,
108,서울,2001-03-24,13.4,6.2,543,21,1552,
108,서울,2001-03-25,9.9,3.2,2359,14.3,1539,
