지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm)
108,서울,2020-02-28,4.5,3.6,1335,5.9,1013,3.9
108,서울,2020-02-29,7.7,4.5,1,13,1550,.5
108,서울,2020-03-01,5.8,3.2,511,10.1,1314,.2
108,서울,2020-03-02,3.4,0,723,7.6,1546,0
108,서울,2020-03-03,4.8,.3,441,10.5,1329,
108,서울,2020-03-04,2.2,-1.3,2351,4.6,1046,0
108,서울,2020-03-05,1.4,-2.8,654,6.3,1527,
108,서울,2020-03-06,3.7,-2.5,718,10.1,1621,
108,서울,2020-03-07,7,1.3,633,14.2,1442,
108,서울,2020-03-08,9.3,2.3,723,16.9,1559,
108,서울,2020-03-09,11.1,4.8,719,17.6,1423,
108,서울,2020-03-10,6.4,3.2,2343,10.8,1,11.8
108,서울,2020-03-11,3.8,0,658,8.3,1454,
108,서울,2020-03-12,6.8,.2,638,13.3,1435,
108,서울,2020-03-13,4.9,-.1,2400,8.7,1427,.5
108,서울,2020-03-14,3.6,-2.7,642,8.6,1440,
108,서울,2020-03-15,4,.2,2335,8.5,1327,
108,서울,2020-03-16,3.6,-2.1,638,9.1,1510,
108,서울,2020-03-17,6.6,3.1,46,12.3,1537,
108,서울,2020-03-18,10,2.7,726,17,1550,
108,서울,2020-03-19,9.1,5.8,2400,12.1,641,0
108,서울,2020-03-20,8.8,3.1,641,14,1421,
108,서울,2020-03-21,12.8,7.9,107,19.5,1538,
108,서울,2020-03-22,11,6.1,631,16.5,1402,
108,서울,2020-03-23,10.6,5.4,516,17,1507,
108,서울,2020-03-24,11.4,5.3,558,17.9,1444,
108,서울,2020-03-25,12.5,6.1,644,19.2,1401,
108,서울,2020-03-26,14.8,8.1,622,20.6,1330,1.8
108,서울,2020-03-27,11.9,6.7,2357,15.8,1512,2
108,서울,2020-03-28,7.7,4.5,622,12.8,1522,
108,서울,2020-03-29,8.7,1.3,632,16.1,1520,
108,서울,2020-03-30,10.2,4.3,658,16.9,1542,
108,서울,2020-03-31,11.9,4.7,622,18.6,1401,
108,서울,2020-04-01,11.3,6,2358,17.4,1350,
108,서울,2020-04-02,9.3,3.4,613,15.5,1315,
108,서울,2020-04-03,10,5.3,504,16.3,1434,
108,서울,2020-04-04,8.9,5,2358,13.3,1505,
108,서울,2020-04-05,7.2,1.9,605,13.7,1516,
108,서울,2020-04-06,9.3,2.9,601,16.1,1348,
108,서울,2020-04-07,10.6,6,430,16.8,1416,
108,서울,2020-04-08,9.4,5.2,457,14.2,1557,
108,서울,2020-04-09,8.9,4.3,604,14.7,1437,
108,서울,2020-04-10,10.7,5.8,520,16.8,1527,
108,서울,2020-04-11,9.9,6.2,630,16,1441,
108,서울,2020-04-12,9.9,4.4,617,15.6,1136,
108,서울,2020-04-13,12.4,4.3,617,20.4,1617,
108,서울,2020-04-14,13,7.6,631,19.6,1351,
108,서울,2020-04-15,13.2,7.2,609,20.2,1510,
108,서울,2020-04-16,16,8.9,353,23.8,1535,
108,서울,2020-04-17,12.5,10.4,959,15.4,201,6.5
108,서울,2020-04-18,13.5,8.5,632,19.6,1455,
108,서울,2020-04-19,12.3,9.5,2300,15.5,1332,10.3
108,서울,2020-04-20,10,7.6,2353,13.1,1059,.1
108,서울,2020-04-21,7.4,4.8,2257,10.4,1418,
108,서울,2020-04-22,6,4.1,550,8.3,1405,0
108,서울,2020-04-23,7.9,2.9,543,12.8,1456,
108,서울,2020-04-24,9.9,4.1,612,14.3,1409,
108,서울,2020-04-25,13.1,9.9,1,17.1,1447,
108,서울,2020-04-26,12.3,6.8,612,19,1527,
